model,threshold,num_agents,id_sim,efficiency,bounded_efficiency,inequality
FRA+Payoff+Attendance_downwards,0.75,4,b6450eb4-cae3-11f0-b9e2-d094662e0881,0.5083333333333333,0.6777777777777777,0.20435082397499468
FRA+Payoff+Attendance_downwards,0.75,4,b6518d92-cae3-11f0-b9e2-d094662e0881,0.23333333333333334,0.3111111111111111,0.07200822998230955
FRA+Payoff+Attendance_downwards,0.75,4,b65df6cc-cae3-11f0-b9e2-d094662e0881,0.4,0.5333333333333333,0.18658728470829625
FRA+Payoff+Attendance_downwards,0.8,5,b7940338-cae3-11f0-b9e2-d094662e0881,0.37333333333333335,0.4666666666666668,0.0760116950066092
FRA+Payoff+Attendance_downwards,0.8,5,b79801a4-cae3-11f0-b9e2-d094662e0881,0.4666666666666667,0.5833333333333335,0.1178511301977579
FRA+Payoff+Attendance_downwards,0.8,5,b79c0786-cae3-11f0-b9e2-d094662e0881,0.6133333333333333,0.7666666666666668,0.14063348739819323
FRA+Payoff+Attendance_downwards,0.8,5,b7a01100-cae3-11f0-b9e2-d094662e0881,0.52,0.6500000000000001,0.1773258143769385
FRA+Payoff+Attendance_downwards,0.8,5,b7a41bd8-cae3-11f0-b9e2-d094662e0881,0.4,0.5000000000000001,0.18408935028645435
FRA+Payoff+Attendance_downwards,0.8,5,b7a8243a-cae3-11f0-b9e2-d094662e0881,0.38666666666666666,0.48333333333333345,0.09603240193925287
FRA+Payoff+Attendance_downwards,0.8,5,b7ac1e0a-cae3-11f0-b9e2-d094662e0881,0.3933333333333333,0.49166666666666675,0.0894427190999916
FRA+Payoff+Attendance_downwards,0.8,5,b7b02306-cae3-11f0-b9e2-d094662e0881,0.3466666666666667,0.43333333333333346,0.130384048104053
FRA+Payoff+Attendance_downwards,0.8,5,b7b42d48-cae3-11f0-b9e2-d094662e0881,0.47333333333333333,0.5916666666666668,0.1588150566609546
FRA+Payoff+Attendance_downwards,0.8,5,b7b83438-cae3-11f0-b9e2-d094662e0881,0.47333333333333333,0.5916666666666668,0.16898389140848766
FRA+Payoff+Attendance_downwards,0.8,5,b7bc412c-cae3-11f0-b9e2-d094662e0881,0.5066666666666667,0.6333333333333335,0.0641179468722378
FRA+Payoff+Attendance_downwards,0.8,5,b7c044fc-cae3-11f0-b9e2-d094662e0881,0.36,0.45000000000000007,0.06411794687223782
FRA+Payoff+Attendance_downwards,0.8,5,b7c44e1c-cae3-11f0-b9e2-d094662e0881,0.38666666666666666,0.48333333333333345,0.12156388352540312
FRA+Payoff+Attendance_downwards,0.8,5,b7c8521e-cae3-11f0-b9e2-d094662e0881,0.31333333333333335,0.3916666666666668,0.10697871023920809
FRA+Payoff+Attendance_downwards,0.8,5,b7cc5b0c-cae3-11f0-b9e2-d094662e0881,0.4066666666666667,0.5083333333333334,0.19206480387850577
FRA+Payoff+Attendance_downwards,0.8,5,b7d062b0-cae3-11f0-b9e2-d094662e0881,0.52,0.6500000000000001,0.1643167672515498
FRA+Payoff+Attendance_downwards,0.8,5,b7d46cf2-cae3-11f0-b9e2-d094662e0881,0.5266666666666666,0.6583333333333334,0.19493588689617924
FRA+Payoff+Attendance_downwards,0.8,5,b7d86f8c-cae3-11f0-b9e2-d094662e0881,0.36666666666666664,0.4583333333333334,0.08819171036881969
FRA+Payoff+Attendance_downwards,0.8,5,b7dc6b96-cae3-11f0-b9e2-d094662e0881,0.44,0.5500000000000002,0.17543596489254354
FRA+Payoff+Attendance_downwards,0.8,5,b7e06f98-cae3-11f0-b9e2-d094662e0881,0.4866666666666667,0.6083333333333335,0.1120515754264774
